Unnamed: 0,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Marital status_2,Marital status_3,Marital status_4,Marital status_5,Marital status_6,Nacionality_2,Nacionality_6,Nacionality_11,Nacionality_13,Nacionality_14,Nacionality_17,Nacionality_21,Nacionality_22,Nacionality_24,Nacionality_25,Nacionality_26,Nacionality_32,Nacionality_41,Nacionality_62,Nacionality_100,Nacionality_101,Nacionality_103,Nacionality_105,Nacionality_108,Nacionality_109,Attendance_Full-Time,Attendance_Online,Attendance_Part-Time,Field of Study_Commerce,Field of Study_Engineering,Field of Study_Medicine,Field of Study_Science,Special Needs_Special Needs,Citizenship_Athens,Citizenship_Barcelona,Citizenship_Berlin,Citizenship_Brussels,Citizenship_Bucharest,Citizenship_Budapest,Citizenship_Copenhagen,Citizenship_Dublin,Citizenship_Edinburgh,Citizenship_Helsinki,Citizenship_Istanbul,Citizenship_Kyiv,Citizenship_Lisbon,Citizenship_London,Citizenship_Madrid,Citizenship_Milan,Citizenship_Munich,Citizenship_Oslo,Citizenship_Paris,Citizenship_Prague,Citizenship_Rome,Citizenship_Saint Petersburg,Citizenship_Sofia,Citizenship_Stockholm,Citizenship_Venice,Citizenship_Vienna,Citizenship_Warsaw,Citizenship_Zurich,Family Position_Middle Child,Family Position_Youngest Child,Target_Enrolled,Target_Graduate
3805,43,1,2.087727414068313,0.0,0.0,-0.1942712740357243,37,37,1.6950302314704089,0.9679878398737912,110.0,1,0,0,1,0,0,38,0.0,4,4.045243169868032,14,0.1387300641819182,-1.332778042081286,-1.0702755793312768,0.0,3.540446910143533,0.653232621535286,2,-1.9966128852216063,0,7.6,1.0026128427338927,0.32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3161,1,1,-0.3338079774387751,0.0,0.0,-0.1942712740357243,1,1,0.999575579223958,0.9679878398737912,126.5,1,0,0,1,0,1,20,0.0,0,-0.1157349518265161,7,0.6842807249332029,0.363166215927396,-1.0702755793312768,0.0,-0.1813161393635884,0.0662282881281967,5,-0.5905596459105081,0,8.9,0.1248157948783875,3.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2182,43,1,0.4744657081931703,0.0,0.0,-0.1942712740357243,19,19,0.3205197299053773,0.2435719412624249,138.6,0,0,0,1,0,1,19,0.0,0,0.9245095785971208,9,0.6842807249332029,1.4266330474486462,-1.0702755793312768,0.0,1.6795653853899724,0.9467347882388308,8,0.3965181332018281,0,16.2,-0.6798314989891586,-0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2496,1,1,-0.386378623658739,0.0,0.0,-0.1942712740357243,19,37,0.999575579223958,0.9679878398737912,158.1,1,0,0,1,1,1,20,0.0,0,-0.1157349518265161,0,-1.827622974688104,-0.2912749111626047,0.9343387995686252,0.0,-0.1813161393635884,-2.2817890455001604,0,-0.3041413934582485,0,10.8,0.1248157948783875,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3166,17,2,-1.619196550387233,0.0,0.0,-0.1942712740357243,3,1,-1.3771198933910749,-1.2052598559603076,124.1,1,0,0,1,0,0,18,0.0,0,0.1817606288466247,7,-0.9903217414810014,-1.332778042081286,-1.0702755793312768,0.0,-0.1813161393635884,-0.5207760452788925,1,-1.9966128852216063,0,15.5,1.14891235070981,-4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3754,39,1,-0.8890854281371442,0.0,0.0,-0.1942712740357243,19,37,0.3205197299053773,0.2435719412624249,104.0,0,0,0,1,0,0,26,0.0,0,-1.1559794822501532,11,-1.4089723580845526,-0.2912749111626047,0.9343387995686252,0.0,-1.1117569017403688,1.2402369549423753,0,-0.3041413934582485,4,10.8,0.1248157948783875,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3613,1,1,-0.7773728049197208,0.0,0.0,-4.356738444642514,1,12,-1.0375919687317845,-1.2052598559603076,133.1,1,0,0,1,1,0,19,0.0,0,-1.1559794822501532,7,-0.5716711248774503,-0.2912749111626047,-1.0702755793312768,0.0,-0.1813161393635884,0.653232621535286,2,-1.6060425409685235,0,11.1,-0.4603822370252824,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1684,17,3,-0.9383704089683604,0.0,0.0,-0.1942712740357243,37,37,-0.3585361194132036,-0.4808439573489413,124.5,1,0,0,1,1,0,18,0.0,0,-0.1157349518265161,6,0.6842807249332029,1.36300682675934,0.9343387995686252,0.0,-0.1813161393635884,0.0662282881281967,5,0.3468091802968897,0,10.8,0.1248157948783875,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2153,42,1,-0.386378623658739,0.0,0.0,3.61928168469136,1,19,-0.698064044072494,0.9679878398737912,134.0,0,0,0,1,0,0,21,0.0,10,-0.1157349518265161,21,0.2656301083296518,0.6804710048195162,-1.0702755793312768,0.0,-0.1813161393635884,1.53373912164592,9,0.3468091802968897,0,7.6,1.0026128427338927,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2267,1,4,-0.685374174034784,0.0,0.0,-0.1942712740357243,3,1,-1.0375919687317845,-0.8430519066546244,109.1,1,0,0,1,1,0,19,0.0,0,-1.1559794822501532,5,-1.827622974688104,-0.2912749111626047,0.9343387995686252,0.0,-1.1117569017403688,-0.8142782119824371,0,-0.3041413934582485,0,12.4,-0.5335319910132412,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
383,1,1,1.6343055904211246,0.0,0.0,-0.1942712740357243,19,19,-0.3585361194132036,-0.4808439573489413,117.0,0,0,0,1,0,1,19,0.0,0,-0.1157349518265161,7,0.6842807249332029,0.7994603006540627,-1.0702755793312768,0.0,-0.1813161393635884,-0.5207760452788925,6,0.4769992950479169,0,15.5,1.14891235070981,-4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3720,44,1,-1.158509990014459,0.0,0.0,-0.1942712740357243,1,3,-0.0190081947539131,0.2435719412624249,120.0,0,0,0,1,1,0,19,0.0,0,-0.1157349518265161,17,-1.4089723580845526,-1.0547895594342718,0.9343387995686252,0.0,-0.1813161393635884,0.0662282881281967,0,-0.3041413934582485,0,16.2,-0.6798314989891586,-0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
370,43,1,-0.386378623658739,0.0,0.0,-0.1942712740357243,37,39,0.999575579223958,-0.8430519066546244,140.9,0,0,0,1,0,0,50,0.0,7,-0.1157349518265161,11,0.2656301083296518,0.8887022725299699,-1.0702755793312768,0.0,0.7491246230131919,-0.2272738785753478,7,0.7931752880146984,0,16.2,-0.6798314989891586,-0.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2319,17,1,-1.619196550387233,0.0,0.0,-0.1942712740357243,1,1,-0.698064044072494,0.6057798905681081,145.2,0,0,0,1,1,0,20,0.0,0,0.1817606288466247,7,0.6842807249332029,-1.332778042081286,0.9343387995686252,0.0,-0.1813161393635884,0.0662282881281967,6,1.6859075034503157,0,16.2,-0.6798314989891586,-0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2249,1,1,-0.7412304856434956,0.0,0.0,-0.1942712740357243,1,1,-0.698064044072494,1.3301957891794742,138.9,1,0,0,1,1,0,18,0.0,0,-1.1559794822501532,5,0.2656301083296518,0.9303485260720624,0.9343387995686252,0.0,-1.1117569017403688,-0.5207760452788925,4,0.5420943524234311,1,10.8,0.1248157948783875,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4227,1,6,-0.386378623658739,0.0,0.0,-0.1942712740357243,38,1,0.3205197299053773,-0.8430519066546244,118.4,1,0,0,1,0,1,19,0.0,0,-0.1157349518265161,6,0.6842807249332029,0.8539970612448958,-1.0702755793312768,0.0,-0.1813161393635884,-0.2272738785753478,6,0.5699922341557947,0,11.1,-0.4603822370252824,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1105,1,4,-0.386378623658739,0.0,0.0,-0.1942712740357243,37,38,0.999575579223958,0.9679878398737912,127.8,1,0,0,1,0,0,19,0.0,0,-0.1157349518265161,0,-1.827622974688104,-0.2912749111626047,-1.0702755793312768,0.0,-0.1813161393635884,-2.2817890455001604,0,-0.3041413934582485,0,10.8,0.1248157948783875,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,1,2,1.3714523593213048,0.0,0.0,-0.1942712740357243,1,1,-0.698064044072494,0.9679878398737912,144.1,1,0,0,1,1,1,19,0.0,0,-0.1157349518265161,7,0.6842807249332029,0.9812495026235064,-1.0702755793312768,0.0,-0.1813161393635884,-0.5207760452788925,6,0.997759754052028,0,12.7,1.807260136601439,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4077,1,5,-0.9383704089683604,0.0,0.0,-0.1942712740357243,34,1,-0.3585361194132036,0.2435719412624249,129.8,1,0,0,1,0,0,18,0.0,0,-0.1157349518265161,7,-0.9903217414810014,-1.0547895594342718,0.9343387995686252,0.0,-0.1813161393635884,-2.2817890455001604,0,-0.3041413934582485,0,9.4,-1.484478792856705,-3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3229,1,6,0.4744657081931703,0.0,0.0,-0.1942712740357243,38,38,-0.3585361194132036,-0.4808439573489413,114.2,1,0,0,1,0,0,20,0.0,0,0.9245095785971208,9,0.6842807249332029,0.993974746761367,0.9343387995686252,0.0,1.6795653853899724,0.9467347882388308,6,0.4379422606226094,0,11.1,-0.4603822370252824,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1634,39,1,2.087727414068313,0.0,0.0,-0.1942712740357243,37,37,0.999575579223958,1.3301957891794742,150.0,0,0,0,1,1,0,49,0.0,0,-1.1559794822501532,6,0.2656301083296518,-0.1385719815082718,0.9343387995686252,0.0,-1.1117569017403688,0.3597304548317414,5,-0.5905596459105081,0,15.5,1.14891235070981,-4.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
141,1,6,1.3714523593213048,0.0,0.0,-0.1942712740357243,19,1,1.6950302314704089,-0.8430519066546244,110.1,1,0,0,1,0,1,19,0.0,0,-0.1157349518265161,8,0.1387300641819182,-1.332778042081286,0.9343387995686252,0.0,-0.1813161393635884,0.653232621535286,5,-0.4343315082092756,0,12.4,-0.5335319910132412,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4037,17,1,-0.386378623658739,0.0,0.0,-0.1942712740357243,37,37,0.999575579223958,0.9679878398737912,122.0,1,0,0,1,0,1,21,0.0,0,-0.1157349518265161,8,-1.4089723580845526,-1.8183042077059388,0.9343387995686252,0.0,-0.1813161393635884,1.53373912164592,5,-0.9030159213129746,0,12.7,1.807260136601439,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
491,1,1,1.0330288242802872,0.0,0.0,-0.1942712740357243,37,37,-0.3585361194132036,1.7122185451694738,124.0,0,0,0,1,0,0,19,0.0,0,-0.1157349518265161,7,0.6842807249332029,1.89019551247073,0.9343387995686252,0.0,0.0395395260684518,0.08418947774566,6,-1.814740592723576,0,12.4,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2025,43,1,0.4744657081931703,0.0,0.0,-0.1942712740357243,4,19,-0.698064044072494,1.3301957891794742,100.0,0,0,0,1,1,0,18,0.0,0,0.9245095785971208,7,1.102931341536754,-0.4221631365806056,0.9343387995686252,0.0,1.6795653853899724,0.653232621535286,7,0.2784593700526,0,13.9,-1.1187300229169113,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
198,1,1,-1.619196550387233,0.0,0.0,-0.1942712740357243,19,19,-1.0375919687317845,0.6057798905681081,131.8,0,0,0,1,0,0,18,0.0,0,0.1817606288466247,9,1.102931341536754,-1.332778042081286,-1.0702755793312768,0.0,0.7491246230131919,0.0662282881281967,7,1.462724449591412,0,11.1,-0.4603822370252824,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2302,1,1,-0.685374174034784,0.0,0.0,-0.1942712740357243,37,37,0.999575579223958,0.9679878398737912,118.8,0,0,1,1,1,1,22,0.0,0,-1.1559794822501532,8,0.2656301083296518,-1.3092944421914945,-1.0702755793312768,0.0,-1.1117569017403688,0.9467347882388308,2,-1.215472196715441,0,15.5,1.14891235070981,-4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4291,1,1,-0.386378623658739,0.0,0.0,-0.1942712740357243,1,38,-0.698064044072494,-0.4808439573489413,130.4,1,0,0,1,1,0,19,0.0,0,-0.1157349518265161,0,-1.827622974688104,-0.2912749111626047,-1.0702755793312768,0.0,-0.1813161393635884,-2.2817890455001604,0,-0.3041413934582485,0,15.5,1.14891235070981,-4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1171,17,4,0.4744657081931703,0.0,0.0,-0.1942712740357243,1,19,1.6950302314704089,-1.2052598559603076,121.3,1,0,0,1,1,1,18,0.0,0,1.964754109020758,8,0.1387300641819182,-1.332778042081286,-1.0702755793312768,0.0,1.6795653853899724,0.0662282881281967,7,1.9637704055046523,0,10.8,0.1248157948783875,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1226,1,1,-0.685374174034784,0.0,0.0,-0.1942712740357243,9,19,-0.698064044072494,-1.2052598559603076,151.3,0,0,0,1,0,0,23,0.0,0,-1.1559794822501532,8,-0.5716711248774503,-1.3092944421914945,-1.0702755793312768,0.0,-1.1117569017403688,0.0662282881281967,5,-0.746787783611742,0,7.6,1.0026128427338927,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
