,Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Citizenship,Family Position,Attendance,Field of Study,Special Needs
1245,2,39,1,9853.0,1.0,1.0,133.1,1,37,37,5.0,5.0,116.5,0,0,0,1,0,0,34,0.0,0,7.0,11,1.0,10.0,0.0,0.0,7.0,7.0,1,13.0,0,16.2,0.3,-0.92,Dropout,Athens,First Child,Part-Time,Arts,No Special Needs
1246,1,1,1,9238.0,1.0,1.0,128.0,1,19,19,9.0,9.0,120.0,0,0,0,1,0,1,18,0.0,0,6.0,8,6.0,13.5,0.0,0.0,6.0,9.0,6,12.833333333333334,0,11.1,0.6,2.02,Graduate,Munich,First Child,Part-Time,Engineering,Special Needs
1247,1,1,3,9238.0,1.0,,,1,19,19,,9.0,117.0,1,0,1,1,0,0,19,,0,6.0,0,,,,0.0,6.0,0.0,0,0.0,0,12.4,0.5,1.79,Dropout,,,Evening Classes,Arts,
1248,1,53,1,9670.0,1.0,42.0,,1,19,37,3.0,6.0,140.0,1,0,1,1,0,0,21,0.0,0,6.0,12,1.0,12.0,,0.0,6.0,11.0,1,11.0,0,8.9,1.4,3.51,Enrolled,Kyiv,,Full-Time,Engineering,
1249,1,1,2,9853.0,1.0,,,1,38,37,,3.0,118.1,1,0,0,0,0,0,18,,0,6.0,11,,,0.0,0.0,6.0,10.0,5,11.8,0,9.4,-0.8,-3.12,Dropout,,,Evening Classes,Commerce,No Special Needs
1250,1,1,1,9254.0,1.0,,,1,19,39,,8.0,153.5,1,0,0,1,0,0,20,,0,6.0,7,,,,0.0,6.0,6.0,6,16.0,0,11.1,0.6,2.02,Graduate,,,Part-Time,Medicine,
1251,1,43,1,9773.0,1.0,,,1,38,37,,5.0,127.9,1,0,0,1,0,0,20,,0,6.0,6,,,,0.0,6.0,7.0,6,12.857142857142858,0,15.5,2.8,-4.06,Graduate,,,Evening Classes,Medicine,
1252,1,17,3,9670.0,1.0,1.0,123.0,1,38,38,7.0,8.0,118.8,1,1,0,1,0,1,18,0.0,0,6.0,10,5.0,12.0,0.0,0.0,6.0,11.0,5,12.333333333333334,0,11.1,0.6,2.02,Graduate,London,Youngest Child,Full-Time,Commerce,Special Needs
1253,1,1,1,9238.0,1.0,1.0,126.0,1,38,38,7.0,8.0,126.7,1,0,0,1,0,0,19,0.0,0,6.0,11,4.0,12.75,0.0,0.0,6.0,7.0,6,11.333333333333334,0,7.6,2.6,0.32,Graduate,Kyiv,First Child,Evening Classes,Medicine,No Special Needs
1254,1,43,1,9085.0,1.0,1.0,170.0,1,19,19,5.0,1.0,170.0,1,0,0,1,0,0,19,0.0,0,5.0,5,0.0,0.0,5.0,0.0,5.0,7.0,4,14.75,1,12.7,3.7,-1.7,Enrolled,Istanbul,Middle Child,Part-Time,Medicine,No Special Needs
1255,4,39,1,9130.0,1.0,1.0,133.1,1,3,1,5.0,5.0,110.0,1,0,0,1,0,1,30,0.0,0,6.0,7,0.0,0.0,0.0,0.0,6.0,16.0,1,10.0,0,11.1,0.6,2.02,Dropout,Paris,Youngest Child,Online,Science,No Special Needs
1256,1,17,1,9238.0,1.0,1.0,115.0,1,19,38,5.0,5.0,115.0,1,0,0,1,0,0,19,0.0,0,6.0,6,6.0,12.0,0.0,0.0,6.0,7.0,6,12.857142857142858,0,11.1,0.6,2.02,Graduate,Venice,Middle Child,Evening Classes,Arts,No Special Needs
1257,1,1,3,9556.0,1.0,1.0,132.0,1,38,37,7.0,7.0,119.0,1,0,0,1,0,0,19,0.0,0,7.0,9,7.0,11.677777777777775,0.0,0.0,8.0,8.0,8,13.8,0,12.7,3.7,-1.7,Graduate,Paris,Middle Child,Full-Time,Commerce,Special Needs
1258,1,1,4,9500.0,1.0,1.0,,1,1,37,4.0,7.0,121.8,1,0,0,1,0,1,19,0.0,0,8.0,8,7.0,13.6,,0.0,8.0,8.0,7,13.6,0,12.7,3.7,-1.7,Graduate,Brussels,,Full-Time,Engineering,
1259,1,1,1,9085.0,1.0,1.0,,1,19,38,9.0,9.0,133.4,1,0,0,1,0,0,19,0.0,0,6.0,7,6.0,16.0,,0.0,6.0,8.0,6,15.875,0,12.4,0.5,1.79,Graduate,Istanbul,,Part-Time,Arts,
1260,1,1,3,9238.0,1.0,1.0,,1,1,1,3.0,3.0,131.4,1,0,0,1,0,0,20,0.0,0,6.0,9,5.0,11.8,,0.0,6.0,7.0,6,11.5,0,7.6,2.6,0.32,Graduate,Istanbul,,Online,Commerce,
1261,1,42,1,9119.0,1.0,1.0,130.0,1,19,37,9.0,3.0,135.0,0,0,1,1,1,0,25,0.0,0,5.0,5,0.0,0.0,0.0,2.0,6.0,7.0,2,14.0,0,13.9,-0.3,0.79,Dropout,Zurich,First Child,Full-Time,Commerce,Special Needs
1262,1,1,2,9773.0,1.0,1.0,,1,19,19,9.0,9.0,122.8,0,0,0,1,1,0,19,0.0,0,6.0,0,0.0,0.0,,0.0,6.0,0.0,0,0.0,0,12.4,0.5,1.79,Dropout,Venice,,Online,Science,
1263,2,39,1,9853.0,1.0,1.0,,1,37,19,7.0,3.0,140.0,0,0,1,1,0,1,34,0.0,0,6.0,7,6.0,16.142857142857142,,0.0,6.0,10.0,6,16.2,0,9.4,-0.8,-3.12,Graduate,Vienna,,Part-Time,Commerce,
1264,1,18,2,9500.0,1.0,1.0,135.0,1,38,37,9.0,5.0,125.3,1,0,0,1,0,1,18,0.0,0,8.0,8,7.0,11.785714285714286,0.0,0.0,8.0,8.0,7,11.785714285714286,0,12.7,3.7,-1.7,Graduate,Lisbon,First Child,Online,Medicine,No Special Needs
1265,1,1,6,9500.0,1.0,1.0,,1,1,1,4.0,5.0,126.3,1,0,0,1,0,1,18,0.0,0,8.0,8,8.0,13.42375,,0.0,8.0,8.0,8,13.42375,0,9.4,-0.8,-3.12,Graduate,Kyiv,,Full-Time,Arts,
1266,1,1,1,9670.0,1.0,1.0,100.0,1,38,38,9.0,10.0,100.0,0,0,0,1,0,0,20,0.0,0,6.0,8,6.0,12.5,0.0,0.0,6.0,10.0,5,14.166666666666666,0,11.1,0.6,2.02,Graduate,Vienna,Middle Child,Online,Medicine,Special Needs
1267,1,17,2,9500.0,1.0,1.0,,1,19,37,9.0,7.0,121.3,1,0,0,1,0,1,20,0.0,0,8.0,8,7.0,12.464285714285714,,0.0,8.0,8.0,7,12.464285714285714,0,10.8,1.4,1.74,Graduate,Helsinki,,Full-Time,Arts,
1268,1,53,1,9991.0,0.0,1.0,140.0,1,38,38,191.0,193.0,135.0,0,0,1,1,0,0,23,0.0,6,11.0,18,8.0,12.375,0.0,3.0,9.0,15.0,5,12.6,0,8.9,1.4,3.51,Enrolled,Munich,Middle Child,Full-Time,Engineering,No Special Needs
1269,1,39,1,9670.0,1.0,1.0,140.0,1,37,37,6.0,6.0,120.0,0,0,0,1,0,0,28,0.0,0,6.0,8,1.0,10.0,0.0,0.0,6.0,9.0,0,0.0,0,10.8,1.4,1.74,Dropout,Brussels,First Child,Evening Classes,Engineering,Special Needs
1270,1,17,1,9773.0,1.0,1.0,121.0,1,37,19,9.0,10.0,113.7,0,0,0,1,0,0,18,0.0,0,6.0,8,5.0,12.6,0.0,0.0,6.0,10.0,6,12.428571428571429,0,15.5,2.8,-4.06,Enrolled,Milan,Youngest Child,Part-Time,Science,Special Needs
1271,1,43,1,,1.0,1.0,,1,19,38,9.0,9.0,129.7,1,0,0,1,0,0,19,0.0,0,,5,5.0,,,,5.0,6.0,4,12.4,0,16.2,0.3,-0.92,Graduate,Berlin,,Online,Medicine,
1272,2,1,1,9147.0,1.0,1.0,,1,38,37,9.0,8.0,132.1,1,0,0,1,0,0,34,0.0,0,5.0,7,2.0,10.0,,0.0,5.0,6.0,4,12.0,0,7.6,2.6,0.32,Dropout,Istanbul,,Online,Science,
1273,2,51,1,9853.0,1.0,1.0,130.0,1,37,37,7.0,8.0,120.3,0,0,0,1,0,0,35,0.0,0,7.0,7,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0,0,8.9,1.4,3.51,Dropout,Kyiv,Middle Child,Part-Time,Medicine,Special Needs
1274,1,7,1,9991.0,0.0,40.0,,1,37,37,9.0,7.0,120.0,0,0,0,1,0,0,32,0.0,0,5.0,7,5.0,11.6,,0.0,5.0,8.0,5,12.333333333333334,0,12.4,0.5,1.79,Graduate,Edinburgh,,Full-Time,Arts,
1275,1,17,2,9254.0,1.0,1.0,,1,19,19,4.0,7.0,123.1,1,0,0,1,0,0,19,0.0,0,6.0,8,6.0,12.166666666666666,,0.0,6.0,6.0,6,13.5,0,11.1,0.6,2.02,Graduate,Prague,,Evening Classes,Commerce,
1276,1,17,5,9670.0,,1.0,,1,1,19,9.0,,119.4,1,0,0,1,0,0,18,,0,6.0,10,4.0,13.6,,0.0,,,5,,0,11.1,,2.02,Graduate,,,Part-Time,Engineering,
1277,2,39,1,9147.0,1.0,1.0,133.1,1,37,37,9.0,9.0,140.0,0,0,0,0,0,0,35,0.0,0,5.0,8,4.0,12.5,1.0,0.0,5.0,8.0,5,11.8,0,9.4,-0.8,-3.12,Dropout,,Youngest Child,Part-Time,Science,Special Needs
1278,1,39,1,8014.0,0.0,1.0,133.1,1,1,12,4.0,5.0,116.5,0,0,0,1,1,1,24,0.0,0,6.0,6,4.0,12.25,0.0,0.0,6.0,10.0,4,11.5,0,12.4,0.5,1.79,Enrolled,Dublin,First Child,Full-Time,Arts,Special Needs
1279,1,17,1,9238.0,1.0,1.0,,1,19,37,9.0,9.0,113.0,1,0,0,1,0,1,20,0.0,0,6.0,7,6.0,11.714285714285714,,0.0,6.0,8.0,6,12.625,0,13.9,-0.3,0.79,Graduate,Saint Petersburg,,Part-Time,Arts,
1280,1,1,3,9773.0,1.0,1.0,,11,19,19,4.0,9.0,133.9,1,0,0,1,1,1,18,1.0,0,6.0,7,6.0,13.5,,0.0,6.0,7.0,6,13.0,0,16.2,0.3,-0.92,Graduate,Madrid,,Part-Time,Engineering,
1281,1,1,3,9500.0,1.0,1.0,133.1,1,38,19,7.0,9.0,115.5,1,0,0,1,1,1,20,0.0,0,8.0,8,7.0,13.024285714285714,0.0,0.0,8.0,8.0,7,13.024285714285714,0,10.8,1.4,1.74,Graduate,Athens,Middle Child,Part-Time,Arts,Special Needs
1282,1,17,5,9254.0,1.0,,,1,1,19,,7.0,116.5,1,0,0,0,1,0,18,,0,6.0,12,,,0.0,0.0,6.0,0.0,0,0.0,0,9.4,-0.8,-3.12,Dropout,,,Online,Commerce,Special Needs
1283,1,1,1,9119.0,,1.0,,1,19,19,4.0,,171.2,0,0,0,1,1,1,18,,0,5.0,6,5.0,17.333333333333332,,0.0,,,5,,0,12.4,,1.79,Graduate,,,Part-Time,Medicine,
1284,1,1,1,9670.0,1.0,1.0,124.0,1,19,37,5.0,7.0,119.1,0,0,0,1,1,1,20,0.0,0,5.0,7,4.0,11.0,0.0,0.0,5.0,7.0,4,11.5,0,9.4,-0.8,-3.12,Graduate,Amsterdam,Middle Child,Full-Time,Engineering,Special Needs
1285,1,17,2,9853.0,1.0,1.0,127.0,1,19,38,3.0,3.0,121.1,1,0,0,1,1,0,19,0.0,0,7.0,10,6.0,13.666666666666666,0.0,0.0,7.0,9.0,6,12.5,0,12.4,0.5,1.79,Dropout,Paris,Middle Child,Online,Arts,No Special Needs
1286,1,1,2,9070.0,1.0,1.0,129.0,1,1,1,4.0,9.0,132.9,1,0,0,1,1,1,20,0.0,0,6.0,9,6.0,11.375,0.0,0.0,6.0,6.0,5,13.8,0,7.6,2.6,0.32,Enrolled,Milan,Youngest Child,Evening Classes,Arts,No Special Needs
1287,1,1,1,9238.0,1.0,1.0,,1,19,1,9.0,9.0,132.8,0,0,0,1,1,0,19,0.0,0,6.0,6,6.0,12.833333333333334,,0.0,6.0,8.0,6,11.833333333333334,0,10.8,1.4,1.74,Graduate,Helsinki,,Evening Classes,Arts,
1288,1,1,1,9773.0,1.0,1.0,120.0,1,36,37,0.0,0.0,126.7,1,0,0,1,1,0,20,0.0,0,6.0,9,5.0,12.6,0.0,0.0,6.0,11.0,4,11.5,0,7.6,2.6,0.32,Graduate,Venice,Youngest Child,Online,Arts,No Special Needs
1289,1,1,1,9500.0,1.0,1.0,110.0,1,19,19,9.0,7.0,105.8,1,0,0,1,1,0,22,0.0,0,7.0,8,6.0,14.333333333333334,0.0,0.0,8.0,9.0,7,13.771428571428572,0,11.1,0.6,2.02,Graduate,Rome,Middle Child,Part-Time,Engineering,Special Needs
1290,1,17,2,9119.0,1.0,1.0,,1,1,19,9.0,8.0,117.2,0,0,0,1,1,1,18,0.0,0,5.0,8,4.0,13.5,,0.0,6.0,10.0,6,13.625,0,11.1,0.6,2.02,Enrolled,Helsinki,,Online,Arts,
1291,1,1,1,9500.0,1.0,1.0,143.0,1,38,38,9.0,9.0,140.0,0,0,0,1,1,0,19,0.0,0,8.0,8,7.0,14.285714285714286,0.0,0.0,8.0,8.0,7,14.285714285714286,0,12.7,3.7,-1.7,Graduate,Sofia,Youngest Child,Full-Time,Commerce,Special Needs
1292,1,44,1,,1.0,39.0,,1,1,19,9.0,7.0,120.0,0,0,0,1,1,0,22,0.0,2,,15,3.0,,,,6.0,12.0,2,10.0,0,13.9,-0.3,0.79,Dropout,Stockholm,,Evening Classes,Engineering,
1293,1,17,5,9119.0,1.0,1.0,,11,4,12,2.0,9.0,119.5,1,0,0,1,1,0,20,1.0,0,5.0,5,5.0,14.8,,0.0,5.0,5.0,5,17.6,0,8.9,1.4,3.51,Graduate,Munich,,Part-Time,Engineering,
1294,2,39,1,9003.0,1.0,1.0,,1,1,41,9.0,3.0,153.9,0,0,1,0,1,0,34,0.0,0,6.0,7,0.0,0.0,,0.0,6.0,0.0,0,0.0,0,12.4,0.5,1.79,Dropout,Amsterdam,,Evening Classes,Commerce,
1295,2,39,1,8014.0,0.0,19.0,,1,1,1,4.0,4.0,130.0,0,0,0,1,1,0,24,0.0,0,6.0,14,1.0,10.0,,0.0,5.0,5.0,0,0.0,0,16.2,0.3,-0.92,Dropout,Helsinki,,Full-Time,Commerce,
1296,1,39,2,9670.0,1.0,1.0,150.0,1,34,34,0.0,0.0,107.0,1,0,0,1,1,0,26,0.0,0,5.0,5,0.0,0.0,0.0,0.0,5.0,5.0,0,0.0,0,7.6,2.6,0.32,Dropout,Helsinki,First Child,Part-Time,Commerce,No Special Needs
1297,1,39,1,9500.0,1.0,1.0,,1,37,37,9.0,6.0,132.8,0,0,0,1,1,0,35,0.0,0,7.0,10,4.0,12.6,,0.0,7.0,9.0,5,12.38,0,12.4,0.5,1.79,Dropout,Bucharest,,Full-Time,Commerce,
1298,1,1,1,9991.0,0.0,1.0,,1,2,37,4.0,9.0,127.5,1,0,0,1,1,0,22,0.0,0,5.0,9,5.0,12.428571428571429,,0.0,5.0,7.0,5,11.8,0,7.6,2.6,0.32,Graduate,Paris,,Full-Time,Science,
1299,1,18,1,9254.0,1.0,1.0,118.0,1,38,38,5.0,5.0,123.3,1,0,0,1,1,0,26,0.0,0,6.0,10,4.0,10.0,0.0,0.0,6.0,11.0,3,12.0,0,9.4,-0.8,-3.12,Enrolled,Edinburgh,Youngest Child,Part-Time,Engineering,Special Needs
1300,1,17,1,9147.0,1.0,1.0,,1,1,19,3.0,4.0,122.0,0,0,0,1,1,0,19,0.0,0,5.0,7,3.0,12.333333333333334,,0.0,5.0,5.0,0,0.0,0,8.9,1.4,3.51,Dropout,Dublin,,Evening Classes,Engineering,
1301,1,1,5,9254.0,1.0,1.0,,1,3,19,3.0,9.0,114.8,1,0,0,0,1,0,19,0.0,0,6.0,0,0.0,0.0,,0.0,6.0,0.0,0,0.0,0,8.9,1.4,3.51,Dropout,Bucharest,,Full-Time,Engineering,
1302,1,44,1,171.0,1.0,39.0,,1,3,3,2.0,2.0,140.0,0,0,1,1,1,0,20,0.0,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0,15.5,2.8,-4.06,Graduate,Zurich,,Evening Classes,Arts,
1303,1,51,1,9670.0,1.0,1.0,126.0,1,3,3,1.0,10.0,111.0,0,0,1,1,1,0,21,0.0,5,11.0,12,10.0,12.1,0.0,2.0,8.0,9.0,8,13.333333333333334,0,11.1,0.6,2.02,Graduate,Kyiv,Youngest Child,Full-Time,Medicine,Special Needs
1304,1,1,2,9773.0,1.0,1.0,,1,1,19,7.0,7.0,133.2,1,0,0,1,0,1,19,0.0,0,6.0,7,6.0,14.714285714285714,,0.0,6.0,6.0,6,15.0,0,13.9,-0.3,0.79,Graduate,,,Evening Classes,Medicine,
1305,1,1,3,,1.0,1.0,,1,19,19,9.0,9.0,123.0,1,0,0,1,0,0,18,0.0,0,,6,6.0,,,,6.0,7.0,6,12.833333333333334,0,12.7,3.7,-1.7,Graduate,Oslo,,Full-Time,Engineering,
1306,1,53,1,9003.0,1.0,42.0,,1,1,38,8.0,8.0,150.0,0,0,0,1,0,1,23,0.0,7,12.0,14,12.0,14.384615384615383,,5.0,10.0,12.0,10,13.3,0,8.9,1.4,3.51,Graduate,Helsinki,,Online,Commerce,
1307,1,17,3,9147.0,1.0,1.0,147.0,1,19,38,5.0,7.0,132.3,1,0,0,1,0,1,18,0.0,0,5.0,5,5.0,13.4,0.0,0.0,5.0,6.0,5,12.2,0,12.7,3.7,-1.7,Graduate,Edinburgh,Youngest Child,Part-Time,Arts,No Special Needs
1308,1,18,1,9500.0,1.0,1.0,,1,37,38,5.0,7.0,126.0,1,0,0,1,0,0,18,0.0,0,8.0,8,7.0,13.314285714285717,,0.0,8.0,8.0,7,13.314285714285717,0,12.7,3.7,-1.7,Graduate,Stockholm,,Online,Science,
1309,1,1,3,9500.0,1.0,1.0,,1,38,38,9.0,9.0,119.3,1,0,0,1,0,0,19,0.0,0,8.0,8,7.0,11.98857142857143,,0.0,8.0,8.0,7,11.98857142857143,0,10.8,1.4,1.74,Graduate,Madrid,,Evening Classes,Commerce,
1310,1,53,1,9147.0,1.0,42.0,130.0,1,1,19,143.0,172.0,133.8,1,0,0,1,0,0,21,0.0,6,11.0,17,11.0,11.545454545454543,0.0,3.0,9.0,13.0,8,12.88888888888889,0,8.9,1.4,3.51,Graduate,,First Child,Evening Classes,Commerce,Special Needs
1311,1,1,1,9085.0,1.0,1.0,,1,37,37,9.0,6.0,126.5,1,0,0,1,0,1,18,0.0,0,6.0,13,6.0,16.46153846153846,,0.0,6.0,8.0,6,13.875,0,15.5,2.8,-4.06,Graduate,Dublin,,Part-Time,Engineering,
1312,1,1,1,9773.0,1.0,1.0,,1,38,37,9.0,5.0,138.4,1,0,0,1,0,1,24,0.0,0,6.0,7,6.0,13.666666666666666,,0.0,6.0,6.0,6,12.833333333333334,0,10.8,1.4,1.74,Graduate,Helsinki,,Part-Time,Commerce,
1313,1,1,4,9500.0,1.0,1.0,144.0,1,3,39,2.0,3.0,129.0,1,0,0,1,0,0,18,0.0,0,7.0,8,7.0,12.65,0.0,0.0,8.0,9.0,8,13.411111111111111,0,16.2,0.3,-0.92,Dropout,Venice,Youngest Child,Evening Classes,Commerce,Special Needs
1314,1,1,1,9670.0,1.0,1.0,127.0,1,19,1,5.0,7.0,118.3,1,0,0,1,0,0,18,0.0,0,6.0,7,6.0,12.333333333333334,0.0,0.0,6.0,10.0,3,12.0,0,13.9,-0.3,0.79,Enrolled,,Middle Child,Full-Time,Engineering,Special Needs
1315,1,17,2,9500.0,1.0,,,1,19,37,,7.0,129.8,1,0,0,1,0,0,20,,0,7.0,8,,,,0.0,8.0,10.0,7,14.65,0,12.4,0.5,1.79,Graduate,,,Evening Classes,Commerce,
1316,1,17,2,9085.0,1.0,1.0,123.0,1,1,19,4.0,9.0,113.6,1,0,0,1,0,0,19,0.0,0,5.0,13,3.0,12.0,2.0,0.0,5.0,8.0,4,11.75,0,9.4,-0.8,-3.12,Enrolled,Istanbul,Youngest Child,Full-Time,Engineering,Special Needs
1317,1,1,5,9773.0,1.0,1.0,,1,34,38,0.0,8.0,128.3,1,0,0,0,0,1,18,0.0,0,6.0,12,3.0,12.0,,0.0,6.0,15.0,3,10.666666666666666,0,7.6,2.6,0.32,Dropout,Kyiv,,Online,Engineering,
1318,1,43,1,9254.0,1.0,1.0,130.0,1,1,19,5.0,7.0,130.0,0,0,0,1,0,1,19,0.0,0,6.0,11,4.0,12.0,0.0,0.0,6.0,14.0,3,11.0,0,10.8,1.4,1.74,Dropout,Prague,First Child,Evening Classes,Engineering,Special Needs
1319,1,17,2,9853.0,1.0,1.0,,1,1,38,4.0,8.0,121.9,1,0,0,1,0,0,19,0.0,0,6.0,10,5.0,12.6,,0.0,6.0,7.0,5,11.2,0,10.8,1.4,1.74,Graduate,Lisbon,,Online,Science,
1320,1,1,5,9238.0,1.0,3.0,,1,1,38,9.0,3.0,129.4,0,0,1,1,0,0,18,0.0,0,6.0,6,6.0,12.166666666666666,,0.0,6.0,6.0,6,12.333333333333334,0,10.8,1.4,1.74,Graduate,Athens,,Part-Time,Science,
1321,1,1,2,9853.0,1.0,1.0,,1,19,1,194.0,103.0,115.3,1,0,0,1,0,0,20,0.0,0,7.0,8,6.0,13.5,,0.0,7.0,8.0,6,14.0,0,11.1,0.6,2.02,Enrolled,Saint Petersburg,,Part-Time,Medicine,
1322,1,1,5,9500.0,1.0,1.0,145.0,1,38,38,9.0,9.0,125.5,1,0,0,1,0,1,18,0.0,0,8.0,8,8.0,13.76375,0.0,0.0,8.0,8.0,8,13.76375,0,9.4,-0.8,-3.12,Graduate,London,First Child,Full-Time,Engineering,Special Needs
1323,1,17,6,9556.0,1.0,1.0,118.0,1,38,38,5.0,5.0,117.8,1,0,0,1,0,1,19,0.0,0,7.0,11,6.0,12.4,0.0,0.0,7.0,8.0,6,12.8,0,11.1,0.6,2.02,Graduate,Budapest,First Child,Full-Time,Science,No Special Needs
1324,1,17,3,9147.0,1.0,1.0,125.0,1,3,38,2.0,10.0,118.7,1,0,0,1,0,0,18,0.0,0,5.0,16,4.0,10.666666666666666,0.0,0.0,5.0,11.0,2,12.0,0,13.9,-0.3,0.79,Enrolled,Stockholm,First Child,Full-Time,Arts,No Special Needs
1325,1,1,2,,1.0,1.0,,1,37,37,9.0,9.0,139.0,1,0,0,1,0,0,18,0.0,0,,7,6.0,,,,7.0,7.0,6,14.333333333333334,0,7.6,2.6,0.32,Graduate,Amsterdam,,Online,Arts,
1326,1,1,1,9085.0,1.0,1.0,101.0,1,1,37,4.0,9.0,98.9,1,0,0,1,0,0,21,0.0,0,6.0,12,4.0,12.5,0.0,0.0,6.0,13.0,2,12.666666666666666,0,11.1,0.6,2.02,Enrolled,Prague,Middle Child,Evening Classes,Commerce,Special Needs
1327,1,17,1,9254.0,1.0,1.0,137.0,1,34,38,0.0,7.0,137.7,1,0,1,0,0,0,19,0.0,0,6.0,14,1.0,10.0,0.0,0.0,6.0,13.0,0,0.0,0,7.6,2.6,0.32,Dropout,Madrid,Youngest Child,Part-Time,Arts,Special Needs
1328,1,1,4,9500.0,1.0,1.0,123.0,1,1,1,3.0,3.0,113.6,1,0,0,1,0,0,21,0.0,0,7.0,8,7.0,14.69625,0.0,0.0,8.0,9.0,8,14.622222222222224,0,12.4,0.5,1.79,Graduate,Brussels,Youngest Child,Part-Time,Medicine,No Special Needs
1329,1,1,1,9085.0,1.0,1.0,120.0,1,4,1,2.0,9.0,113.4,0,0,0,1,0,0,18,0.0,0,6.0,14,4.0,11.5,0.0,0.0,6.0,17.0,3,13.75,0,11.1,0.6,2.02,Enrolled,Stockholm,Middle Child,Online,Commerce,No Special Needs
1330,1,17,3,9556.0,1.0,1.0,131.0,1,19,38,9.0,7.0,128.5,0,0,0,1,0,1,18,0.0,0,7.0,9,7.0,12.855555555555556,0.0,0.0,8.0,8.0,8,13.9125,0,12.7,3.7,-1.7,Graduate,Rome,Youngest Child,Full-Time,Engineering,No Special Needs
1331,1,1,1,9500.0,1.0,1.0,141.0,1,1,1,3.0,10.0,142.8,0,0,0,1,0,0,18,0.0,0,7.0,7,7.0,13.7,0.0,0.0,8.0,9.0,8,13.994444444444444,0,11.1,0.6,2.02,Graduate,Milan,Middle Child,Full-Time,Arts,No Special Needs
1332,1,1,1,9130.0,1.0,1.0,,1,3,1,1.0,3.0,137.7,0,0,0,0,0,0,23,0.0,0,5.0,9,0.0,0.0,,1.0,5.0,10.0,1,12.0,3,10.8,1.4,1.74,Dropout,Berlin,,Full-Time,Engineering,
1333,1,1,1,9238.0,1.0,1.0,,1,19,37,7.0,7.0,103.5,1,0,0,1,0,0,20,0.0,0,6.0,13,3.0,11.2,,0.0,6.0,9.0,4,12.0,0,16.2,0.3,-0.92,Enrolled,Zurich,,Part-Time,Medicine,
1334,1,1,1,9500.0,1.0,1.0,133.0,1,38,38,5.0,5.0,123.2,0,0,0,1,0,0,18,0.0,0,7.0,7,7.0,13.285714285714286,0.0,0.0,8.0,9.0,8,13.333333333333334,0,16.2,0.3,-0.92,Graduate,,Middle Child,Evening Classes,Arts,Special Needs
1335,1,17,2,9853.0,1.0,1.0,,1,1,19,2.0,10.0,126.0,1,0,0,1,0,0,19,0.0,0,6.0,9,5.0,13.0,,0.0,6.0,8.0,5,10.4,0,7.6,2.6,0.32,Enrolled,Istanbul,,Online,Commerce,
1336,1,39,1,9500.0,1.0,1.0,133.1,1,1,38,3.0,7.0,121.7,0,0,0,1,0,1,27,0.0,0,7.0,8,6.0,12.6,0.0,0.0,7.0,9.0,6,11.685714285714283,0,12.4,0.5,1.79,Enrolled,Brussels,First Child,Online,Commerce,No Special Needs
1337,1,17,1,9147.0,1.0,1.0,,1,37,37,9.0,6.0,142.8,1,0,1,0,0,1,19,0.0,0,5.0,5,5.0,12.8,,0.0,5.0,5.0,4,12.0,0,11.1,0.6,2.02,Enrolled,Sofia,,Full-Time,Science,
1338,1,43,1,9130.0,1.0,1.0,120.0,1,1,19,9.0,9.0,120.0,1,0,0,1,0,0,21,0.0,0,6.0,14,5.0,11.5,1.0,0.0,6.0,13.0,5,11.0,1,15.5,2.8,-4.06,Dropout,Vienna,Youngest Child,Online,Engineering,Special Needs
1339,1,18,1,9500.0,1.0,1.0,,1,37,38,7.0,8.0,119.3,1,0,0,1,0,1,19,0.0,0,8.0,8,7.0,11.4,,0.0,8.0,8.0,7,11.4,0,10.8,1.4,1.74,Graduate,London,,Part-Time,Arts,
1340,1,44,1,9238.0,1.0,,,1,37,37,,9.0,121.0,0,0,0,1,0,1,21,,3,6.0,6,,,,2.0,6.0,8.0,6,11.333333333333334,0,13.9,-0.3,0.79,Graduate,,,Full-Time,Science,
1341,1,1,5,9773.0,1.0,1.0,138.0,1,19,19,9.0,9.0,139.4,1,0,0,1,0,0,18,0.0,0,6.0,7,5.0,12.8,0.0,0.0,6.0,10.0,4,12.2,0,10.8,1.4,1.74,Graduate,Oslo,Middle Child,Part-Time,Science,No Special Needs
1342,1,17,1,9085.0,1.0,1.0,,1,19,38,7.0,7.0,113.9,1,0,0,1,0,1,20,0.0,0,5.0,8,5.0,12.0,,0.0,5.0,8.0,4,15.0,1,12.7,3.7,-1.7,Graduate,Kyiv,,Online,Arts,
